userid	education	region	hhsz	age	income	child	race	country	domain	date	qty	price
13573892	5	3	2	7	6	0	1	0	amazon.com	20070214	1	0.09
13573892	5	3	2	7	6	0	1	0	amazon.com	20070214	1	0.01
13573892	5	3	2	7	6	0	1	0	amazon.com	20070214	1	0.01
13573892	5	3	2	7	6	0	1	0	amazon.com	20070214	1	0.01
13573892	5	3	2	7	6	0	1	0	amazon.com	20070214	1	0.45
13573892	5	3	2	7	6	0	1	0	amazon.com	20070214	1	0.01
13573892	5	3	2	7	6	0	1	0	amazon.com	20070214	1	2.69
13648280	99	1	2	11	3	1	1	0	amazon.com	20070214	1	10.85
13715238	5	4	6	9	7	1	1	1	amazon.com	20070214	1	2.56
13715238	5	4	6	9	7	1	1	1	amazon.com	20070214	1	4
13715238	5	4	6	9	7	1	1	1	amazon.com	20070214	1	10.2
13725965	99	1	1	7	5	0	1	1	amazon.com	20070214	1	0.7
13725965	99	1	1	7	5	0	1	1	amazon.com	20070214	1	5.54
13725965	99	1	1	7	5	0	1	1	amazon.com	20070214	1	2.45
13771496	99	4	3	2	1	1	1	0	amazon.com	20070214	1	15
13772783	99	1	2	4	4	1	1	0	amazon.com	20070214	1	4.94
13772783	99	1	2	4	4	1	1	0	amazon.com	20070214	1	9.95
13772783	99	1	2	4	4	1	1	0	amazon.com	20070214	1	13.45
13772783	99	1	2	4	4	1	1	0	amazon.com	20070214	1	14.56
13781920	99	2	2	4	4	0	1	0	barnesandnoble.com	20070214	1	11.65
13918212	99	2	5	8	5	1	1	0	amazon.com	20070214	1	8.95
13925706	99	4	2	2	3	0	3	0	amazon.com	20070214	1	17.9
13986191	99	1	4	10	7	1	1	0	amazon.com	20070214	1	5.99
13986191	99	1	4	10	7	1	1	0	amazon.com	20070214	1	9.35
13986191	99	1	4	10	7	1	1	0	amazon.com	20070214	1	31.95
14064185	1	2	2	8	1	0	1	0	amazon.com	20070214	1	0.58
14064185	1	2	2	8	1	0	1	0	amazon.com	20070214	1	13.59
14173819	99	3	3	10	7	1	1	0	amazon.com	20070214	1	9.31
14244046	99	1	5	9	7	1	1	0	barnesandnoble.com	20070214	1	20.99
14411746	99	1	2	5	6	0	1	0	amazon.com	20070214	1	11.62
14423169	99	2	2	4	7	0	1	1	amazon.com	20070214	1	10.39
14464131	5	4	2	7	7	0	3	0	amazon.com	20070214	1	41.78
14498960	99	2	2	8	7	1	1	1	amazon.com	20070214	1	7.3
14510072	99	4	4	9	5	1	1	1	amazon.com	20070214	1	1.5
14510072	99	4	4	9	5	1	1	1	amazon.com	20070214	1	3.39
14510072	99	4	4	9	5	1	1	1	amazon.com	20070214	1	0.99
14513064	99	1	5	11	7	1	1	0	amazon.com	20070214	1	9.95
14513064	99	1	5	11	7	1	1	0	amazon.com	20070214	1	11.64
14581078	99	2	4	6	7	1	2	1	barnesandnoble.com	20070214	1	19.98
14585121	99	3	2	9	7	1	1	0	amazon.com	20070214	1	10.85
14638104	4	3	3	10	7	1	1	0	amazon.com	20070214	1	2.21
14638104	4	3	3	10	7	1	1	0	amazon.com	20070214	1	2.45
14638104	4	3	3	10	7	1	1	0	amazon.com	20070214	1	15.45
14638611	99	1	3	9	6	1	1	0	amazon.com	20070214	1	9.9
14638611	99	1	3	9	6	1	1	0	amazon.com	20070214	1	1
14646405	99	4	5	10	4	1	1	0	amazon.com	20070214	2	27.14
14700517	99	3	5	7	7	1	1	0	amazon.com	20070214	1	14.95
14700517	99	3	5	7	7	1	1	0	amazon.com	20070214	1	11.58
14700517	99	3	5	7	7	1	1	0	amazon.com	20070214	1	10.17
14713089	99	3	4	7	7	1	1	0	amazon.com	20070214	1	6.49
14772090	99	2	1	9	5	0	1	0	barnesandnoble.com	20070214	1	16.38
14772090	99	2	1	9	5	0	1	0	barnesandnoble.com	20070214	1	13.5
14827639	99	2	4	9	3	1	2	0	amazon.com	20070214	1	7.95
14827639	99	2	4	9	3	1	2	0	amazon.com	20070214	1	9.95
14870851	2	2	3	11	6	1	1	0	amazon.com	20070214	1	0.91
14952817	99	4	3	11	3	1	1	0	amazon.com	20070214	1	19.52
14952817	99	4	3	11	3	1	1	0	amazon.com	20070214	1	19.66
15004800	99	2	3	6	3	1	1	0	amazon.com	20070214	1	10.99
15004800	99	2	3	6	3	1	1	0	amazon.com	20070214	1	5.99
15004800	99	2	3	6	3	1	1	0	amazon.com	20070214	1	0.01
15004800	99	2	3	6	3	1	1	0	amazon.com	20070214	1	8.52
15057588	99	1	2	9	6	1	1	0	amazon.com	20070214	1	12.03
15082673	99	2	4	11	5	1	1	0	barnesandnoble.com	20070214	1	6.99
15082673	99	2	4	11	5	1	1	0	barnesandnoble.com	20070214	1	3.99
15092990	99	3	6	6	7	1	1	0	amazon.com	20070214	1	11.32
15092990	99	3	6	6	7	1	1	0	amazon.com	20070214	1	12.89
15092990	99	3	6	6	7	1	1	0	amazon.com	20070214	1	17
15092990	99	3	6	6	7	1	1	0	amazon.com	20070214	1	10.61
15102120	99	4	5	5	5	1	1	0	amazon.com	20070214	1	14.97
15295158	99	3	4	6	5	1	3	0	amazon.com	20070214	1	2.89
15295158	99	3	4	6	5	1	3	0	amazon.com	20070214	1	2.98
15502275	99	2	6	9	7	1	1	0	amazon.com	20070214	1	7.49
15502275	99	2	6	9	7	1	1	0	amazon.com	20070214	1	5
15512093	99	1	3	8	7	1	1	0	amazon.com	20070214	1	12.37
15644966	5	1	3	3	1	1	1	0	amazon.com	20070214	1	45
15690614	99	3	4	11	5	0	1	0	amazon.com	20070214	1	12.03
7412556	5	4	3	10	7	0	1	1	amazon.com	20070215	1	7.95
10136044	99	4	6	8	7	1	1	0	amazon.com	20070215	1	10.36
10136044	99	4	6	8	7	1	1	0	amazon.com	20070215	1	16.49
10261652	99	3	3	6	7	1	1	0	amazon.com	20070215	1	5.99
10261652	99	3	3	6	7	1	1	0	amazon.com	20070215	1	4.99
10261652	99	3	3	6	7	1	1	0	amazon.com	20070215	1	5.99
10261652	99	3	3	6	7	1	1	0	amazon.com	20070215	1	1.89
10261652	99	3	3	6	7	1	1	0	amazon.com	20070215	1	1.13
10305402	99	1	4	9	6	1	1	0	barnesandnoble.com	20070215	1	36.95
10520661	99	2	3	8	3	1	2	0	barnesandnoble.com	20070215	1	16.76
10530169	2	2	2	8	1	0	1	1	amazon.com	20070215	1	11.2
10535416	99	3	3	9	7	1	1	0	amazon.com	20070215	1	7.99
10535416	99	3	3	9	7	1	1	0	amazon.com	20070215	1	11.04
10672547	4	1	2	7	2	0	1	0	amazon.com	20070215	1	9.99
10672547	4	1	2	7	2	0	1	0	amazon.com	20070215	1	4.99
11451133	99	4	3	9	3	1	1	0	amazon.com	20070215	1	11.16
11451133	99	4	3	9	3	1	1	0	amazon.com	20070215	1	17.97
11469484	99	1	2	2	4	0	1	0	amazon.com	20070215	1	4.95
11480171	99	2	2	9	3	1	2	0	amazon.com	20070215	1	10
11639879	99	4	6	10	4	1	1	0	amazon.com	20070215	1	7.99
11642227	99	2	2	5	4	0	1	0	barnesandnoble.com	20070215	1	22
11642227	99	2	2	5	4	0	1	0	barnesandnoble.com	20070215	1	35
11642227	99	2	2	5	4	0	1	0	barnesandnoble.com	20070215	1	22
12115022	99	1	2	7	5	0	1	0	barnesandnoble.com	20070215	1	11.29
12487384	99	1	2	11	3	1	1	1	amazon.com	20070215	1	24
12487384	99	1	2	11	3	1	1	1	amazon.com	20070215	1	28.45
12727929	99	3	3	9	7	1	1	0	amazon.com	20070215	1	15.59
12753459	99	1	3	11	7	1	1	0	barnesandnoble.com	20070215	1	17.99
12877115	99	3	2	5	7	0	1	0	amazon.com	20070215	1	1.29
12877115	99	3	2	5	7	0	1	0	amazon.com	20070215	1	6.94
12877115	99	3	2	5	7	0	1	0	amazon.com	20070215	1	0.29
12877115	99	3	2	5	7	0	1	0	amazon.com	20070215	1	3.24
12963442	1	2	2	10	5	1	1	0	amazon.com	20070215	1	4
13038376	99	1	4	9	7	1	1	0	amazon.com	20070215	1	3.39
13119835	4	4	3	10	4	1	1	0	amazon.com	20070215	1	1.91
13131891	4	4	4	9	5	1	3	0	amazon.com	20070215	1	34.97
13131891	4	4	4	9	5	1	3	0	amazon.com	20070215	1	69.95
13131891	4	4	4	9	5	1	3	0	amazon.com	20070215	1	19.94
13131891	4	4	4	9	5	1	3	0	amazon.com	20070215	1	30
13746392	1	1	2	8	4	0	1	0	amazon.com	20070215	2	236.3
13755636	99	1	3	8	7	1	1	0	amazon.com	20070215	1	7.29
13755636	99	1	3	8	7	1	1	0	amazon.com	20070215	1	14.98
13755636	99	1	3	8	7	1	1	0	amazon.com	20070215	1	14.37
13790823	99	3	2	10	5	1	1	0	amazon.com	20070215	1	0.51
13823226	1	2	3	8	3	1	1	0	amazon.com	20070215	1	4.23
13834936	2	4	2	5	4	1	1	0	amazon.com	20070215	1	4.1
13834936	2	4	2	5	4	1	1	0	amazon.com	20070215	1	9.31
13958800	99	3	1	5	5	0	1	0	amazon.com	20070215	1	11.53
13958800	99	3	1	5	5	0	1	0	amazon.com	20070215	1	5.99
13958800	99	3	1	5	5	0	1	0	amazon.com	20070215	1	5.99
13958800	99	3	1	5	5	0	1	0	amazon.com	20070215	1	13.57
14223165	99	4	3	5	1	1	1	0	amazon.com	20070215	1	0.5
14223165	99	4	3	5	1	1	1	0	amazon.com	20070215	1	7.8
14336927	99	3	2	5	4	0	1	0	amazon.com	20070215	1	2.95
14407942	99	3	2	8	7	0	1	0	amazon.com	20070215	1	5.99
14414239	99	4	2	8	6	0	1	1	amazon.com	20070215	1	17.22
14445022	99	3	4	8	6	1	1	0	amazon.com	20070215	1	58.06
14524299	99	3	4	4	3	1	1	0	amazon.com	20070215	1	12
14524299	99	3	4	4	3	1	1	0	amazon.com	20070215	1	9.54
14524299	99	3	4	4	3	1	1	0	amazon.com	20070215	1	9.6
14524299	99	3	4	4	3	1	1	0	amazon.com	20070215	1	9.12
14524299	99	3	4	4	3	1	1	0	amazon.com	20070215	1	9.95
14524299	99	3	4	4	3	1	1	0	amazon.com	20070215	1	13.57
14532637	99	3	2	9	7	1	1	0	amazon.com	20070215	1	11.62
14541953	99	2	4	3	5	1	1	0	barnesandnoble.com	20070215	1	11.96
14569847	1	2	4	6	5	1	1	0	amazon.com	20070215	1	0.66
14593193	99	4	5	5	5	1	1	0	amazon.com	20070215	1	4.95
14593193	99	4	5	5	5	1	1	0	amazon.com	20070215	1	9
14593193	99	4	5	5	5	1	1	0	amazon.com	20070215	1	12.44
14593193	99	4	5	5	5	1	1	0	amazon.com	20070215	1	12.24
14600799	99	3	3	4	5	1	1	0	amazon.com	20070215	1	3.99
14600799	99	3	3	4	5	1	1	0	amazon.com	20070215	1	7.44
14619892	5	2	4	11	4	0	1	0	amazon.com	20070215	1	18.89
14619892	5	2	4	11	4	0	1	0	amazon.com	20070215	1	42.75
14619892	5	2	4	11	4	0	1	0	amazon.com	20070215	1	27.57
14649254	99	1	5	10	7	1	1	0	amazon.com	20070215	1	8.99
14707893	5	1	2	5	1	1	1	0	amazon.com	20070215	1	16.77
14791402	99	3	6	8	7	1	1	0	amazon.com	20070215	1	8.3
14791402	99	3	6	8	7	1	1	0	amazon.com	20070215	1	4.66
14799505	99	2	2	9	7	1	1	0	amazon.com	20070215	1	13.99
14799505	99	2	2	9	7	1	1	0	amazon.com	20070215	1	10.65
14925172	99	3	4	7	5	1	1	0	barnesandnoble.com	20070215	1	13.45
14925172	99	3	4	7	5	1	1	0	barnesandnoble.com	20070215	1	11.99
14925172	99	3	4	7	5	1	1	0	barnesandnoble.com	20070215	1	6.29
14925172	99	3	4	7	5	1	1	0	barnesandnoble.com	20070215	1	5.38
14930146	99	3	2	6	1	0	1	0	amazon.com	20070215	1	6.54
15088640	99	3	2	4	3	0	1	0	amazon.com	20070215	1	11.36
15088640	99	3	2	4	3	0	1	0	amazon.com	20070215	1	11.36
15088640	99	3	2	4	3	0	1	0	amazon.com	20070215	1	7.33
15220763	99	1	2	9	6	1	1	0	amazon.com	20070215	1	10.87
15233685	5	2	3	4	1	1	1	1	amazon.com	20070215	1	29.99
15290125	99	3	6	7	4	1	1	0	amazon.com	20070215	1	17.95
15305500	99	2	3	10	5	1	1	0	amazon.com	20070215	1	10.17
15360553	2	3	3	7	4	1	1	0	amazon.com	20070215	1	17.22
15360553	2	3	3	7	4	1	1	0	amazon.com	20070215	1	17.5
15487051	2	3	2	8	3	0	1	0	amazon.com	20070215	1	4.79
15494148	4	4	6	10	6	1	1	0	amazon.com	20070215	1	0.6
15501165	99	1	2	7	5	1	1	0	amazon.com	20070215	1	2.8
15548584	99	2	2	5	3	0	1	0	amazon.com	20070215	1	0.01
15548584	99	2	2	5	3	0	1	0	amazon.com	20070215	1	11.16
15548584	99	2	2	5	3	0	1	0	amazon.com	20070215	1	6.99
15548584	99	2	2	5	3	0	1	0	amazon.com	20070215	1	5.99
15548584	99	2	2	5	3	0	1	0	amazon.com	20070215	1	11.16
15630107	99	1	3	8	4	1	1	1	amazon.com	20070215	1	4.24
15630107	99	1	3	8	4	1	1	1	amazon.com	20070215	1	6.95
15658729	1	3	3	9	7	1	1	0	amazon.com	20070215	1	16.47
15658729	1	3	3	9	7	1	1	0	amazon.com	20070215	1	9.95
15700300	99	4	2	6	4	0	1	0	amazon.com	20070215	1	13.57
15700300	99	4	2	6	4	0	1	0	amazon.com	20070215	1	13.57
15700300	99	4	2	6	4	0	1	0	amazon.com	20070215	1	10.65
10354482	99	1	2	9	7	1	1	0	amazon.com	20070216	1	11.62
10354482	99	1	2	9	7	1	1	0	amazon.com	20070216	1	11.62
10354482	99	1	2	9	7	1	1	0	amazon.com	20070216	1	11.58
10499424	99	3	2	4	7	1	1	1	amazon.com	20070216	1	17.32
10528591	99	1	5	11	2	1	1	0	amazon.com	20070216	1	14.95
11539509	4	3	3	7	7	1	1	0	amazon.com	20070216	1	14.23
11539509	4	3	3	7	7	1	1	0	amazon.com	20070216	1	25
11560144	99	3	2	9	2	0	1	0	amazon.com	20070216	1	60.83
12096909	99	4	2	7	7	1	1	0	barnesandnoble.com	20070216	1	45.5
12115022	99	1	2	7	5	0	1	0	barnesandnoble.com	20070216	1	12.37
12592049	99	3	6	5	6	1	1	0	amazon.com	20070216	1	14.93
12693506	99	1	4	11	5	1	1	0	barnesandnoble.com	20070216	2	27.9
12830518	99	3	1	4	5	0	1	0	amazon.com	20070216	1	11.01
12961836	99	2	2	8	7	1	1	0	amazon.com	20070216	1	14.97
12961836	99	2	2	8	7	1	1	0	amazon.com	20070216	1	14.97
13034304	99	1	2	6	6	0	1	0	amazon.com	20070216	1	16.78
13421093	99	4	2	5	3	0	1	0	barnesandnoble.com	20070216	1	9.95
13434510	1	1	5	5	7	1	1	0	amazon.com	20070216	1	1.99
13434510	1	1	5	5	7	1	1	0	amazon.com	20070216	1	3.5
13676003	99	3	3	6	6	0	1	1	amazon.com	20070216	1	10.85
13676003	99	3	3	6	6	0	1	1	amazon.com	20070216	1	19.77
13733943	99	1	2	11	2	1	2	0	amazon.com	20070216	1	28
13735912	99	4	3	11	5	0	1	0	amazon.com	20070216	1	2.06
13749371	99	1	4	7	7	1	1	0	amazon.com	20070216	1	10.16
13749371	99	1	4	7	7	1	1	0	amazon.com	20070216	1	5.95
13749371	99	1	4	7	7	1	1	0	amazon.com	20070216	1	9.95
13749371	99	1	4	7	7	1	1	0	amazon.com	20070216	1	8.95
13749371	99	1	4	7	7	1	1	0	amazon.com	20070216	1	10.16
14094153	99	1	5	7	6	1	1	0	amazon.com	20070216	1	24
14331427	99	2	3	7	1	1	1	0	amazon.com	20070216	1	2
14331427	99	2	3	7	1	1	1	0	amazon.com	20070216	1	1.98
14331427	99	2	3	7	1	1	1	0	amazon.com	20070216	1	2.67
14331427	99	2	3	7	1	1	1	0	amazon.com	20070216	1	1.35
14331427	99	2	3	7	1	1	1	0	amazon.com	20070216	1	3.37
14349358	99	1	4	9	7	1	1	0	amazon.com	20070216	1	13.6
14349358	99	1	4	9	7	1	1	0	amazon.com	20070216	1	9.95
14349358	99	1	4	9	7	1	1	0	amazon.com	20070216	1	9.92
14378879	99	4	1	3	6	0	1	0	amazon.com	20070216	1	5.74
14379629	2	1	3	5	6	1	1	1	amazon.com	20070216	1	13.59
14379629	2	1	3	5	6	1	1	1	amazon.com	20070216	1	26.4
14389442	99	3	2	4	1	0	1	1	amazon.com	20070216	1	13.57
14389442	99	3	2	4	1	0	1	1	amazon.com	20070216	1	14.56
14389442	99	3	2	4	1	0	1	1	amazon.com	20070216	1	14.56
14389442	99	3	2	4	1	0	1	1	amazon.com	20070216	1	14.56
14389442	99	3	2	4	1	0	1	1	amazon.com	20070216	1	16.47
14396432	99	3	1	10	1	0	1	0	amazon.com	20070216	1	4.05
14426369	99	1	2	10	1	1	1	0	barnesandnoble.com	20070216	1	16.79
14464285	99	4	3	8	7	1	1	0	barnesandnoble.com	20070216	1	15.96
14464285	99	4	3	8	7	1	1	0	barnesandnoble.com	20070216	1	7.99
14464285	99	4	3	8	7	1	1	0	barnesandnoble.com	20070216	1	7.99
14464285	99	4	3	8	7	1	1	0	barnesandnoble.com	20070216	1	7.99
14468968	99	4	3	8	1	1	1	0	amazon.com	20070216	1	10.56
14468968	99	4	3	8	1	1	1	0	amazon.com	20070216	1	14.95
14468968	99	4	3	8	1	1	1	0	amazon.com	20070216	1	26.39
14542363	99	1	2	4	1	0	1	0	amazon.com	20070216	1	14.37
14544185	4	4	6	8	2	1	3	0	barnesandnoble.com	20070216	1	17.56
14545846	99	4	5	11	6	1	1	0	amazon.com	20070216	1	11
14549266	99	2	3	5	1	1	1	0	amazon.com	20070216	1	18.89
14549266	99	2	3	5	1	1	1	0	amazon.com	20070216	1	10.39
14549266	99	2	3	5	1	1	1	0	amazon.com	20070216	1	11.19
14588871	99	3	6	11	3	1	1	0	amazon.com	20070216	1	3.75
14595927	2	2	3	4	3	1	1	0	amazon.com	20070216	1	14.37
14639717	99	3	3	6	7	1	1	1	amazon.com	20070216	1	14.16
14663590	99	1	4	6	5	1	1	0	amazon.com	20070216	1	39
14710728	99	1	1	2	1	0	1	0	amazon.com	20070216	1	3
14710728	99	1	1	2	1	0	1	0	amazon.com	20070216	1	1.93
14710728	99	1	1	2	1	0	1	0	amazon.com	20070216	1	2.59
14710728	99	1	1	2	1	0	1	0	amazon.com	20070216	1	4
14710728	99	1	1	2	1	0	1	0	amazon.com	20070216	1	10.81
15018655	99	1	4	9	5	1	1	0	amazon.com	20070216	1	54.55
15055436	99	3	2	10	1	0	1	0	amazon.com	20070216	1	10.4
15055436	99	3	2	10	1	0	1	0	amazon.com	20070216	1	13.59
15094353	99	2	2	6	1	1	1	0	amazon.com	20070216	1	6.98
15094353	99	2	2	6	1	1	1	0	amazon.com	20070216	1	7.4
15094353	99	2	2	6	1	1	1	0	amazon.com	20070216	1	125
15094353	99	2	2	6	1	1	1	0	amazon.com	20070216	1	8.97
15201789	99	3	1	2	3	0	1	0	amazon.com	20070216	1	0.01
15201789	99	3	1	2	3	0	1	0	amazon.com	20070216	1	0.14
15201789	99	3	1	2	3	0	1	0	amazon.com	20070216	1	0.01
15219685	99	4	4	7	5	1	1	0	barnesandnoble.com	20070216	1	6.75
15219685	99	4	4	7	5	1	1	0	barnesandnoble.com	20070216	1	7.19
15219685	99	4	4	7	5	1	1	0	barnesandnoble.com	20070216	1	7.19
15219685	99	4	4	7	5	1	1	0	barnesandnoble.com	20070216	1	7.41
15219685	99	4	4	7	5	1	1	0	barnesandnoble.com	20070216	1	8.95
15325542	1	4	2	3	7	0	1	0	amazon.com	20070216	1	14.4
15420243	4	2	3	7	4	1	1	0	amazon.com	20070216	1	6.95
15456102	4	4	5	11	5	1	1	0	amazon.com	20070216	1	14.16
15477401	4	3	4	6	6	1	1	0	amazon.com	20070216	1	97
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	4	65.28
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	1	10.65
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	1	10.65
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	4	65.28
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	1	6.95
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	1	4.43
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	1	48.95
15502890	99	3	2	3	1	1	1	0	amazon.com	20070216	1	7.94
15537454	99	3	2	9	7	1	1	0	amazon.com	20070216	1	9.6
15537454	99	3	2	9	7	1	1	0	amazon.com	20070216	5	49.95
15637111	5	1	2	6	5	1	3	0	amazon.com	20070216	1	10.85
15662487	2	3	4	9	5	1	1	0	amazon.com	20070216	1	59.72
15683538	99	3	4	6	4	1	1	0	barnesandnoble.com	20070216	1	1.99
15683538	99	3	4	6	4	1	1	0	barnesandnoble.com	20070216	1	1.99
15683538	99	3	4	6	4	1	1	0	barnesandnoble.com	20070216	1	1.99
15683538	99	3	4	6	4	1	1	0	barnesandnoble.com	20070216	1	1.99
15687136	1	3	3	9	7	1	3	0	amazon.com	20070216	1	6.1
15687262	4	2	5	5	6	1	1	0	amazon.com	20070216	1	21.95
15687262	4	2	5	5	6	1	1	0	amazon.com	20070216	1	18.95
9925286	99	1	5	7	3	0	1	1	amazon.com	20070217	1	0.4
9925286	99	1	5	7	3	0	1	1	amazon.com	20070217	1	3.69
9925286	99	1	5	7	3	0	1	1	amazon.com	20070217	1	2.49
9925286	99	1	5	7	3	0	1	1	amazon.com	20070217	1	0.4
9925286	99	1	5	7	3	0	1	1	amazon.com	20070217	1	0.4
10256481	99	2	2	8	4	0	2	1	amazon.com	20070217	1	3.98
10256481	99	2	2	8	4	0	2	1	amazon.com	20070217	1	32.99
10726775	99	4	2	9	5	0	1	0	amazon.com	20070217	1	2.65
11487507	1	1	2	11	2	1	1	1	amazon.com	20070217	1	5.18
11487507	1	1	2	11	2	1	1	1	amazon.com	20070217	1	11.98
11487507	1	1	2	11	2	1	1	1	amazon.com	20070217	1	11.9
11487507	1	1	2	11	2	1	1	1	amazon.com	20070217	1	16.47
11529566	99	3	3	7	6	1	1	0	amazon.com	20070217	1	39
11529566	99	3	3	7	6	1	1	0	amazon.com	20070217	1	7.99
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	16.99
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	7.99
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	11.19
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	10.87
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	10.64
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	37.95
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	20
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	12.23
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	12.23
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	6.99
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	17.91
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	7.5
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	0.1
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	3.16
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	3.95
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	4.99
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	3.23
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	0.01
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	6.39
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	4.7
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	18.5
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	2.57
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	3.99
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	5.98
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	0.01
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	0.01
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	0.01
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	5.39
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	4.24
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	12.37
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	0.01
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	7.76
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	2.47
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	2.9
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	1.43
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	8.89
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	4
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	11
12942397	1	3	3	9	7	1	1	1	amazon.com	20070217	1	4.5
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	8.79
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	8.99
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	8.99
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	8.99
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	8.99
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	7.99
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	11.55
13216430	99	3	5	5	7	1	1	0	amazon.com	20070217	1	11.53
13510187	4	1	2	3	7	0	1	1	amazon.com	20070217	1	13.95
13510187	4	1	2	3	7	0	1	1	amazon.com	20070217	1	19.95
13543040	1	1	3	6	3	1	1	0	barnesandnoble.com	20070217	1	3.99
13634930	99	1	3	9	7	1	1	0	amazon.com	20070217	1	19.95
13647048	99	1	6	5	2	1	1	1	amazon.com	20070217	1	10.87
13647048	99	1	6	5	2	1	1	1	amazon.com	20070217	1	11.67
13647048	99	1	6	5	2	1	1	1	amazon.com	20070217	1	29.7
13744908	4	1	4	9	5	1	1	0	amazon.com	20070217	1	7.95
13744908	4	1	4	9	5	1	1	0	amazon.com	20070217	1	7.95
13780622	99	2	2	7	7	0	1	0	amazon.com	20070217	1	10.17
13875239	2	1	1	5	6	0	1	1	amazon.com	20070217	1	10
13875239	2	1	1	5	6	0	1	1	amazon.com	20070217	1	0.84
13875239	2	1	1	5	6	0	1	1	amazon.com	20070217	1	6.71
13926856	99	1	2	3	3	0	1	0	amazon.com	20070217	1	33.5
14154306	99	3	2	4	1	0	1	0	amazon.com	20070217	1	3.35
14242889	99	3	2	11	7	0	1	0	amazon.com	20070217	1	12.24
14322960	99	3	2	2	1	1	1	0	amazon.com	20070217	1	1.79
14332265	99	1	2	7	7	0	1	0	amazon.com	20070217	1	6.36
14332265	99	1	2	7	7	0	1	0	amazon.com	20070217	1	6.19
14332265	99	1	2	7	7	0	1	0	amazon.com	20070217	1	0.01
14381675	99	4	4	8	5	1	1	0	amazon.com	20070217	1	12.75
14474018	99	4	2	4	1	0	1	0	amazon.com	20070217	1	5.9
14518799	99	3	2	4	6	0	1	0	amazon.com	20070217	1	28.92
14580605	99	4	4	4	7	1	1	0	amazon.com	20070217	1	0.01
14608570	99	3	4	10	3	1	1	1	amazon.com	20070217	1	17.55
14608570	99	3	4	10	3	1	1	1	amazon.com	20070217	1	17.55
14639717	99	3	3	6	7	1	1	1	amazon.com	20070217	1	76
14771606	99	1	2	8	3	0	1	0	amazon.com	20070217	1	27.06
14771606	99	1	2	8	3	0	1	0	amazon.com	20070217	1	16.51
14807623	99	4	2	4	4	0	1	0	amazon.com	20070217	1	11.01
14807623	99	4	2	4	4	0	1	0	amazon.com	20070217	1	11.01
